input_text,target_text
English: beaver | German: Biber | Dutch: bever | Swedish: bäver,befer
English: yess | German: Aas | Dutch: aas | Swedish: as,ǣs
English: thirst | German: Durst | Dutch: dorst | Swedish: törst,þurst
English: ring | Dutch: ringen | Swedish: ringa,*hrinġan
English: steer | German: Stier | Dutch: stier,stēor
English: springe | German: sprengen | Dutch: sprengen | Swedish: spränga,sprenġan
English: snot | Dutch: snot,ġesnot
English: widow | German: Witwe | Dutch: weduwe,widuwe
English: carve | German: kerben | Dutch: kerven | Swedish: karva,ceorfan
English: lib | German: Luppe | Swedish: lev,lybb
English: north | German: Nord | Swedish: norr,*norþ
German: -e | Dutch: -e,-u
English: waw | German: Woge | Dutch: waag | Swedish: våg,wǣġ
English: span | German: spannen | Dutch: spannen,spannan
German: Samnung | Dutch: zamening,samnung
German: dienen | Dutch: dienen | Swedish: tjäna,þegnian
English: morrow | German: Morgen | Dutch: morgen | Swedish: morgon,morgen
English: beshine | German: bescheinen | Dutch: beschijnen,besċīnan
English: gore | German: Gehre | Swedish: gere,gāra
English: shill | German: schellen | Dutch: schellen | Swedish: skälla,sċiellan
Dutch: rijven | Swedish: riva,hrīfnian
English: toll | German: Zoll | Dutch: tol | Swedish: tull,toll
English: -e | German: -e,-a
English: ware | Swedish: var,wær
English: borrow | German: borgen | Dutch: borgen | Swedish: borga,borgian
English: bare | Dutch: baren,barian
Dutch: beiden | Swedish: bedas,bǣdan
English: brant | Swedish: brant,brant
English: sweven | Swedish: sömn,swefn
English: death | German: Tod | Dutch: dood | Swedish: död,dēaþ
English: sheen | German: bescheinigen,sċǣnan
German: müde | Dutch: moede | Swedish: mod,mēþe
English: foot | German: Fuß | Dutch: voet | Swedish: fot,fōt
English: barse | German: Barsch | Dutch: baars,bærs
English: cunt | German: Kunte | Dutch: kont | Swedish: kunta,*cunte
English: threefold | German: dreifalt | Dutch: drievoud | Swedish: trefaldig,þrifeald
English: repe | German: raffen | Dutch: reppen | Swedish: repa,hreppan
English: tan | German: Zein | Dutch: teen | Swedish: ten,tān
English: whale | German: Wal | Dutch: wal | Swedish: val,hwæl
English: west | German: West | Dutch: west | Swedish: väster,*west
English: star | German: Stern | Dutch: ster | Swedish: stjärna,steorra
English: dreck | German: Dreck | Dutch: drek | Swedish: träck,þreahs
English: grunt | German: grunzen,grunnettan
English: nake | German: nackt | Dutch: naakt,nacian
English: glad | German: glatt | Dutch: glad | Swedish: glatt,glæd
English: bookstaff | German: Buchstab | Dutch: boekstaaf | Swedish: bokstav,bōcstæf
English: apple | German: Appel | Dutch: appel,æppel
English: -some | German: -sam | Dutch: -zaam | Swedish: -sam,-sum
English: brother | German: Bruder | Dutch: broeder | Swedish: broder,brōþor
English: worth | German: werden | Dutch: worden | Swedish: varda,weorþan
English: will | German: Wille | Dutch: wil | Swedish: vilja,willa
English: thread | German: Draht | Dutch: draad | Swedish: tråd,þrǣd
English: tin | German: Zinn | Dutch: tin | Swedish: tenn,tin
English: rib | German: Rippe | Dutch: ribbe | Swedish: ribba,ribb
German: Futter | Dutch: voer | Swedish: foder,fōdor
English: dine | German: dünen,dynnan
English: -er | German: -er | Dutch: -er | Swedish: -are,-ere
English: more | German: Morche,moru
German: schweben | Dutch: zweven | Swedish: sväva,swefian
English: sorry | German: sorry | Dutch: sorry | Swedish: sårig,*sāreġ
English: whore | German: Hure | Dutch: hoer | Swedish: hora,hōre
English: shake | Dutch: schaken | Swedish: skaka,sċacan
English: snew | German: schneien | Dutch: snuwen | Swedish: snö,snīwan
English: lid | German: Lid | Dutch: lid | Swedish: led,hlid
English: spit | German: spützen | Dutch: sputten,spyttan
English: preen | Dutch: priemen,*prēonan
English: cud | German: Kitt | Swedish: kåda,cwidu
English: sup | German: saufen | Dutch: zuipen | Swedish: supa,sūpan
English: gaiter | German: Wester,*wæste
English: kidney | Dutch: kuit | Swedish: kut,*cȳte
English: belly | German: Balg | Dutch: balg | Swedish: bälg,bielġ
English: heavy | German: hebig | Dutch: hevig,hefiġ
English: alike | German: gleich | Dutch: gelijk | Swedish: gelike,ġelīc
English: wardsman | German: Wartmann,weardmann
English: frist | German: Frist,frist
English: food | Swedish: föda,fōda
English: ende | German: Ente | Dutch: eend | Swedish: and,ened
English: dry | German: treuge | Dutch: druig,drȳġe
Dutch: wis | Swedish: viss,wiss
English: ham | German: Hamme | Dutch: ham | Swedish: hamboge,hamm
English: fast | Dutch: vasten,fæsten
English: dim | German: dimper | Dutch: dim,dimm
English: askile | German: scheel | Dutch: scheel,sċeolh
English: bereave | Swedish: röva,*rīefan
English: shove | German: schieben | Dutch: sjouwen | Swedish: sjåa,sċūfan
German: hochherzig | Dutch: hooghartig,hēahheort
English: hune | Dutch: huin,*hūn
English: spale | German: Spale | Swedish: spalu,*spalu
English: melt | Swedish: multen,meltan
English: furrow | German: Furche | Dutch: voor | Swedish: fåra,furh
English: cleave | German: klieben | Dutch: klieven | Swedish: klyva,clēofan
English: fast | German: fast | Dutch: vast | Swedish: fast,fæst
German: Katze | Dutch: kat | Swedish: katta,catte
English: ring | Dutch: ringen,hringian
English: midding | Dutch: donk | Swedish: dynga,dynċġe
German: überleiden | Dutch: overlijden,oferlīþan
English: might | German: Macht | Dutch: macht | Swedish: makt,miht
English: deathly | German: tödlich | Dutch: dodelijk | Swedish: dödlig,dēaþlīċ
English: roun | German: Raune | Dutch: alruin | Swedish: runa,rūn
English: open | German: offen | Dutch: open | Swedish: öppen,open
English: fremd | German: fremd | Dutch: vreemd | Swedish: främmad,fremde
English: ditch | German: Deich | Dutch: dijk,dīċ
English: twine | German: Zwirn | Dutch: tweern,twīn
English: goodly | German: gütlich | Dutch: goedelijk,gōdlīc
English: gnaw | German: nagen | Dutch: knagen | Swedish: gnaga,gnagan
German: frieden | Dutch: vreden | Swedish: freda,friþian
English: weave | German: weibeln | Dutch: wuiven,wǣfan
English: fain | Swedish: fägna,fæġenian
English: behoof | German: Behuf | Dutch: behoef | Swedish: behov,behōf
German: Arbeit | Swedish: arbete,earfoþ
English: weapon | German: wappnen | Dutch: wapenen,wǣpnian
English: ball | German: Ball | Dutch: bal | Swedish: boll,*beall
English: yet | German: gießen | Dutch: gieten | Swedish: gjuta,ġēotan
English: call | German: kallen | Dutch: kallen | Swedish: kalla,ceallian
English: walk | German: Walk | Swedish: valk,*wealc
German: Fähe | Dutch: voo,fogge
German: Hur | Swedish: hor,hōr
English: run | German: rennen | Dutch: rinnen | Swedish: rinna,rinnan
English: ream | German: Raum | Dutch: room | Swedish: råm,rēam
English: tow | German: Tau | Dutch: touw | Swedish: to,*tawa
English: stoor | Swedish: stor,stōr
English: crowd | Dutch: kruien,crūdan
English: wong | German: -wang(en) | Swedish: vång,wang
English: swing | German: schwingen | Dutch: swingen | Swedish: svinga,swingan
English: hum | German: hummen | Dutch: hommelen,hummen
English: chag | German: Kag | Swedish: kage,*ċeaga
German: Glaube | Dutch: geloof,ġeleafa
German: erdfest | Dutch: aardvast,eorþfæst
English: wite | German: weisen | Dutch: wijten,wītan
German: sperren | Dutch: sperren | Swedish: spärra,sperran
English: tar | German: Teer | Dutch: teer | Swedish: tjära,teoru
English: reke | German: rechen | Dutch: reken,recan
English: light | Dutch: lichten,līehtan
English: timber | German: Zimmer | Dutch: timmer | Swedish: timmer,timber
English: hoof | German: Huf | Dutch: hoef | Swedish: hov,hōf
English: toy | German: Zeug | Dutch: tuig | Swedish: tyg,*tēog
English: sand | German: Sand | Dutch: zand | Swedish: sand,sand
English: wend | German: wenden | Dutch: wenden | Swedish: vända,wendan
English: allay | German: erlegen,āleċġan
English: tide | German: Zeit | Dutch: tijd | Swedish: tid,tīd
English: tag | German: Zacke | Dutch: tak | Swedish: tagg,*tagga
English: hew | German: hauen | Dutch: houwen | Swedish: hugga,hēawan
English: sister | German: Schwester | Dutch: zuster | Swedish: syster,sweostor
English: short | Dutch: schorten,sċortian
English: couth | German: kund | Dutch: kond | Swedish: kund,cūþ
English: nim | German: nehmen | Dutch: nemen | Swedish: nimma,niman
English: mind | Swedish: mynd,mynd
English: chine | Dutch: keen,ċinu
English: wisdom | German: Weistum | Dutch: wijsdom | Swedish: visdom,wīsdōm
English: toft | German: Zunft | Swedish: tomt,toft
English: sad | German: satt | Dutch: zat,sæd
English: owl | German: Eule | Dutch: uil | Swedish: uggla,ūle
English: doze | German: dösen,*dusian
English: up | German: auf | Dutch: op | Swedish: upp,upp
English: spew | German: speiben | Dutch: spuwen | Swedish: spy,spīwan
English: mennish | German: Mensch | Dutch: mens | Swedish: människa,mennisċ
English: dry | German: dröge | Dutch: droog,drȳġe
English: greet | German: grassen | Dutch: greten | Swedish: gråta,grǣtan
English: many | German: Menge | Swedish: mänge,maneġu
Dutch: bleus | Swedish: blys,blysa
English: line | German: Leine | Dutch: lijn | Swedish: lina,līne
English: rung | German: Runge | Dutch: rong,hrung
German: grämen | Swedish: gräma,gremian
English: small | German: schmal | Dutch: smal | Swedish: smal,smæl
English: ridgebone | German: Rückenbein | Dutch: ruggebeen | Swedish: ryggben,hryċġbān
English: rope | German: Reep | Dutch: reep | Swedish: rep,rāp
English: rainbow | German: Regenbogen | Dutch: regenboog | Swedish: regnbåge,reġnboga
English: neigh | Dutch: neien,hnǣġan
English: shave | German: schaben | Dutch: schaven | Swedish: skava,sċafan
English: loss | Swedish: lossna,los
English: quean | German: Queene | Dutch: kween | Swedish: kåna,cwene
English: lather | Swedish: löddra,līeþran
English: thunder | German: Donner | Dutch: donder | Swedish: tordön,þunor
English: dung | Dutch: dongen | Swedish: dunga,*dungian
English: edder | Swedish: jäder,edor
English: cow | German: Kuh | Dutch: koe | Swedish: ko,cū
German: Fang | Dutch: vang,feng
English: god | German: Gott | Dutch: god | Swedish: gud,god
English: grint | Swedish: grymta,*gryntan
English: may | German: mögen | Dutch: mogen | Swedish: må,magan
English: bite | German: beißen | Dutch: bijten | Swedish: bita,bītan
English: ey | German: Ei | Dutch: ei | Swedish: ägg,ǣġ
English: cleam | Swedish: klema,clǣman
English: est | Swedish: ast,ǣst
German: Banse | Dutch: banst,bōsig
English: blithe | German: blid | Dutch: blijde | Swedish: blid,blīþe
English: dole | German: Teil | Dutch: deel,dāl
English: hone | Dutch: heen | Swedish: hein,hān
English: pough | German: Pocke | Dutch: pukkel | Swedish: pockor,pohha
English: more | German: mehr | Dutch: meer | Swedish: mera,māra
English: warp | German: werfen | Dutch: werpen | Swedish: värpa,weorpan
English: Tate | German: zeiß,tāt
English: dive | Dutch: bedoven,dūfan
English: stitch | German: Stich | Dutch: steek,stiċe
English: bree | German: Braue | Dutch: brauw | Swedish: -brå,brǣw
English: bell | German: bellen | Dutch: bellen,bellan
English: wrench | German: renken,wrencan
English: flood | German: Flut | Dutch: vloed | Swedish: flod,flōd
English: beacon | German: Bake | Dutch: baken | Swedish: båken,bēacn
English: heathen | Swedish: heden,hǣþen
English: rime | German: Reif | Dutch: rijm | Swedish: rim,hrīm
English: cold | German: kalt | Dutch: koud | Swedish: kall,ċeald
English: whine | Swedish: vina,hwīnan
English: bide | German: beiten | Dutch: beiden | Swedish: bida,bīdan
English: eaves | Dutch: ozie | Swedish: ofs,œfis
English: salt | Dutch: zout | Swedish: salt,sealt
English: raindrop | German: Regentropfen | Dutch: regendrop | Swedish: regndroppe,reġndropa
English: ore | German: ehern | Dutch: eer | Swedish: ärg,ār
English: rake | German: Rechen | Dutch: reek,raca
English: swive | Swedish: sväva,swīfan
English: speck | German: Speck | Dutch: spek | Swedish: späck,spiċ
English: fare | German: Fahr,fær
English: doom | Dutch: doem | Swedish: dom,dōm
English: titmouse | German: Meise | Dutch: mees | Swedish: mes,māse
English: bunker | German: Kar | Dutch: kaar | Swedish: kar,*cær
English: settle | German: Sessel | Dutch: zetel,setl
English: ream | German: räumen | Dutch: ruimen | Swedish: rymma,rȳman
English: fare | German: fahren | Dutch: varen | Swedish: fara,faran
English: bare | German: bar | Dutch: bar | Swedish: bar,bær
English: leaf | German: Laub | Dutch: loof | Swedish: löv,lēaf
English: hard | German: hart | Dutch: hard | Swedish: hård,heard
Dutch: rad | Swedish: rad,hræd
English: fen | Dutch: vuns,fyne
English: wine | German: Wein | Dutch: wijn | Swedish: vin,wīn
English: fax | Dutch: vas,feax
English: lap | German: Lappe | Dutch: lap | Swedish: lapp,læppa
English: Hanse | German: Hanse | Dutch: hanze,hōs
English: asp | German: Espe | Dutch: esp | Swedish: asp,æspe
English: win | German: winnen | Dutch: winnen | Swedish: vinna,winnan
English: fir | German: Föhre | Dutch: Forolta | Swedish: fura,fyrh
English: crimp | German: krimpen | Dutch: krimpen | Swedish: krympa,*crimpan
English: bale | Swedish: bål,bǣl
English: sith | Swedish: (någon-)sin,sīþ
English: harp | German: Harfe | Dutch: harp | Swedish: harpa,hearpe
English: crop | German: Kropf | Dutch: krop | Swedish: kropp,cropp
English: drip | Swedish: dröpa,drīepan
English: sock | German: Socke | Swedish: socka,socc
English: lark | German: Lerche | Dutch: leeuwerik | Swedish: lärka,lāwerce
English: knife | German: Kneif | Dutch: knijf | Swedish: kniv,cnīf
English: sill | German: Schwelle | Swedish: syll,syll
English: sun | German: Sonne | Dutch: zon,sunna
English: silver | German: Silber | Dutch: zilver | Swedish: silver,seolfor
English: nithe | German: neiden | Dutch: nijden,nīþan
German: schnöde | Dutch: snood | Swedish: snöd,be-snyþþan
English: ferd | German: Fahrt | Dutch: vaart | Swedish: fart,ferd
English: deal | German: Deal | Dutch: deil | Swedish: del,dǣl
English: wynn | German: Wonne | Dutch: wonne | Swedish: ynne,wynn
English: -ly | German: -lich | Dutch: -lijk | Swedish: -lig,-līċ
English: ring | German: Rinke | Swedish: ringa,hrinġe
English: step | German: Stapf,stæpe
English: ache | Dutch: akelig,acan
English: manswear | German: Meineid | Dutch: meineed | Swedish: men,mān
German: gänge | Swedish: gäng,genġe
English: steam | Dutch: stoom | Swedish: stimma,stēam
English: net | German: Netz | Dutch: net | Swedish: nät,nett
English: scrape | German: schrappen | Dutch: schrapen | Swedish: skrapa,sċrapian
English: fifth | German: fünfte | Dutch: vijfde | Swedish: femte,fīfta
English: sit | German: sitzen | Dutch: zitten | Swedish: sitta,sittan
English: iwis | German: gewiss | Dutch: gewis | Swedish: viss,ġewiss
English: tow | German: zogen | Dutch: togen,togian
English: cleave | German: kleben | Dutch: kleven | Swedish: klibba,clifian
English: meadwort | Swedish: mjödört,medewyrt
English: ween | German: wähnen | Dutch: wanen,wǣnan
English: sweer | German: schwer | Dutch: zwaar | Swedish: svår,swǣr
English: tight | German: Tights | Dutch: dicht | Swedish: tajt,*þīht
English: -er | German: -er | Dutch: -er | Swedish: -are,-ra
English: hield | Dutch: hellen | Swedish: hälla,hieldan
English: bumblebee | German: Hummel | Dutch: hommel | Swedish: humla,*humbel
English: sop | German: Suppe | Dutch: zoopje | Swedish: soppa,sopa
English: ord | German: Ort | Dutch: oord | Swedish: ort,ord
English: path | German: Pfad | Dutch: pad,pæþ
English: baron | Swedish: björn,beorn
English: aurochs | German: Ur | Dutch: uuros | Swedish: uroxe,ūr
English: schuss | German: Schuss | Dutch: scheut | Swedish: skótt,sċyte
English: churn | German: kirnen | Dutch: karnen | Swedish: kärna,cernan
English: brow | Swedish: bryn,brū
English: lust | German: Lust | Dutch: lust | Swedish: lust,lust
English: barrow | German: Berg | Dutch: berg | Swedish: berg,beorg
English: -le | German: -eln | Dutch: -elen | Swedish: -la,-lian
English: drone | German: Drohne | Dutch: dar,drān
English: pike | German: Peik | Dutch: piek | Swedish: pik,pīc
English: reche | German: recken | Dutch: rekken | Swedish: räcka,reċċean
English: open | German: öffnen | Dutch: openen | Swedish: öppna,openian
English: stream | German: strömen | Dutch: stromen | Swedish: strömma,*strīeman
English: smelt | German: schmelzen | Dutch: smelten | Swedish: smälta,*smeltan
English: fortread | German: vertreten | Dutch: vertreden,fortredan
English: broad | German: breit | Dutch: breed | Swedish: bred,brād
English: word | Swedish: orda,wordian
English: ghost | German: Geist | Dutch: geest | Swedish: gast,gāst
English: gome | Swedish: brudgum,guma
English: kingdom | German: Königtum | Dutch: koningdom | Swedish: kungadöme,cyningdōm
English: hake | German: Haken | Dutch: haak | Swedish: hake,haca
English: -ing | German: -ing | Dutch: -ing | Swedish: -ing,-ing
English: lofe | German: loben | Dutch: loven | Swedish: lova,lofian
English: lock | German: Loch | Dutch: lok | Swedish: lock,loc
English: cart | German: Kratten | Dutch: krat,crat
English: ammer | German: Ammer,amor
English: manless | German: mannlos | Dutch: manloos,manleās
English: salt | German: salzen | Dutch: zouten | Swedish: salta,sealtan
English: bone | German: Bein | Dutch: been | Swedish: ben,bān
English: die | German: tauen | Dutch: douwen | Swedish: dö,*dīeġan
English: chit | German: Keid,ċīþ
English: slay | German: schlagen | Dutch: slaan | Swedish: slå,slēan
English: sunder | German: sondern | Dutch: zonder | Swedish: sönder,sundor
English: thokish | German: Tuck,*þocian
English: mark | German: Mark | Dutch: mark | Swedish: mark,mearc
English: bead | German: Bede | Dutch: bede,bedu
English: here | German: hie | Dutch: hier | Swedish: här,hēr
English: brew | German: brauen | Dutch: brouwen | Swedish: brygga,brēowan
English: root | Dutch: wroeten,wrōtan
German: Atem | Dutch: adem,ǣþm
English: white | German: weißen | Dutch: witten,hwītan
English: bestalk | Dutch: bestalken,*bestealcian
English: Middle Earth | Swedish: Midgård,middanġeard
English: shred | German: Schrot | Dutch: schroot,sċrēad
English: stout | German: stolz | Dutch: stout | Swedish: stolt,*stolt
English: kite | German: Kuttel | Swedish: kved,cwiþ
German: Nebel | Dutch: nevel,nifol
English: oath | German: Eid | Dutch: eed | Swedish: ed,āþ
English: knot | German: Knotze | Dutch: knot | Swedish: knut,cnotta
English: shag | Dutch: scheg | Swedish: skägg,sċeacga
English: stead | German: Stadt | Dutch: stad | Swedish: stad,stede
English: weak | German: weich | Dutch: week | Swedish: vek,wāc
English: nigh | German: nahe | Dutch: na,nēah
English: mama | German: Muhme | Dutch: moene | Swedish: muna,*mōme
English: sweal | German: schwelen | Dutch: zwelen,swelan
English: slow | German: schlehe | Dutch: sleeuw | Swedish: slö,slāw
English: dreary | German: traurig | Dutch: treurig,drēoriġ
English: blind | Dutch: blinden,*blindian
English: mistle | German: Mistel | Dutch: mistel | Swedish: mistel,mistel
German: schmiegen | Dutch: smuigen | Swedish: smyga,smūgan
English: ean | Dutch: onen | Swedish: öna,ēanian
English: watch | German: wecken | Dutch: wekken | Swedish: väcka,wæċċan
English: lith | German: Lied | Dutch: lid | Swedish: led,liþ
English: bolt | German: Bolz | Dutch: bout | Swedish: bult,bolt
English: handwork | German: Handwerk | Dutch: handwerk | Swedish: hantverk,handweorc
English: wey | German: Waage | Dutch: waag | Swedish: våg,wǣġ
English: raw | German: roh | Dutch: rauw | Swedish: rå,hrēaw
English: sack | German: Sack | Dutch: zak | Swedish: säck,sæċċ
English: weave | German: weben | Dutch: weven | Swedish: väva,wefan
German: nießen | Dutch: nieten | Swedish: njuta,nēotan
English: foster | Dutch: voedsteren | Swedish: fostra,fōstrian
English: forlese | German: verlieren | Dutch: verliezen | Swedish: förlora,forlēosan
English: midnight | German: Mitternacht | Dutch: middernacht | Swedish: midnatt,midniht
English: new | German: neu | Dutch: nieuw | Swedish: ny,nīewe
English: lithy | German: ledig | Dutch: leeg | Swedish: ledig,liþiġ
English: see | German: sehen | Dutch: zien,sēon
English: thumb | German: Daumen | Dutch: duim | Swedish: tumme,þūma
English: hame | German: Hame | Dutch: haam | Swedish: hamm,hama
English: rash | German: rasch | Dutch: ras | Swedish: rask,*ræsċ
German: Lohe | Dutch: laai | Swedish: lukarr,līġ
English: borough | German: Burg | Dutch: burg | Swedish: borg,burg
English: blind | German: blind | Dutch: blind | Swedish: blind,blind
English: deep | German: teufen | Dutch: diepen,dīepan
English: ewe | German: Aue | Dutch: ooi,eowu
English: hen | German: Henne | Dutch: hen,henn
English: town | German: Zaun | Dutch: tuin | Swedish: tun,tūn
English: mouth | German: Mund | Dutch: muide | Swedish: mun,mūþ
English: dream | German: Traum | Dutch: droom | Swedish: dröm,drēam
English: jowl | Dutch: kavel,ċeafl
English: hole | Dutch: holen | Swedish: håla,holian
English: damp | German: Dampf | Dutch: damp | Swedish: damm,damp
English: fleet | Swedish: flyt,*flēot
English: sheet | German: Schot | Dutch: schoot | Swedish: skot,sċēat
English: hedge | German: Hecke | Dutch: heg | Swedish: häck,heċġ
English: thyle | Swedish: tul,þyle
English: smear | German: schmieren | Dutch: smeren | Swedish: smörja,smirwan
English: haw | German: Hag | Dutch: haag | Swedish: hage,haga
English: even | German: eben | Dutch: even | Swedish: även,efn
English: harm | German: Harm | Dutch: harm | Swedish: harm,hearm
English: chit | German: Kitz,*ċitten
German: fluchen | Dutch: vloeken,flōcan
English: spit | Dutch: spit | Swedish: spett,spitu
English: hoar | German: hehr | Dutch: heerlijk,hār
English: sail | Swedish: segla,siġlan
English: ship | German: schiffen | Dutch: schepen | Swedish: skeppa,sċipian
English: teld | German: zelten | Swedish: tjälda,teldian
English: wayless | German: weglos | Dutch: wegeloos | Swedish: väglös,weġlēas
English: uber | German: über | Swedish: över,yferra
English: grise | Dutch: afgrijzen,grīsan
English: wan- | German: wahn | Dutch: wan- | Swedish: van,wan
English: bolster | German: Polster | Dutch: bolster | Swedish: bolster,bolster
English: los | German: Luchs | Dutch: los | Swedish: lo,lox
English: year | German: Jahr | Dutch: jaar | Swedish: år,ġēar
English: shilling | German: Schilling | Dutch: schelling | Swedish: skilling,sċilling
English: right | German: recht | Dutch: recht | Swedish: rätt,riht
English: father | German: Vater | Dutch: vader | Swedish: fader,fæder
English: Fins | German: Finne | Swedish: finne,Finn
English: whisper | German: wispern | Dutch: wisperen,hwisprian
English: well | German: wellen | Dutch: wellen,wiellan
English: lib | German: lüppen | Dutch: lubben,*lybban
German: Erbe | Dutch: erve,ierfa
English: bound | German: bauen | Dutch: bouwen | Swedish: bo,būan
English: shape | German: schaffen | Dutch: schapen | Swedish: skaffa,*skapian
English: reaver | German: Räuber,rēafere
English: hook | German: Hook | Dutch: hoek | Swedish: huk,hōc
English: fell | Dutch: fel,*fæle
English: mell | German: vermählen | Swedish: mäla,mǣlan
German: Heil | Dutch: heil,hǣl
English: earthberry | German: Erdbeere | Dutch: aardbei | Swedish: jordbär,eorþberġe
English: byrnie | German: Brünne | Swedish: brynja,byrne
English: wem | Swedish: vämjas,wemman
English: shield | German: schilden,sċildan
English: neven | German: nennen | Swedish: nämna,nemnan
English: pritch | German: pricken | Dutch: prikken | Swedish: pricka,priċċan
English: team | German: Zaum | Dutch: toom | Swedish: töm,tēam
English: dove | German: Taube | Dutch: duif | Swedish: duva,*dūfe
German: gesitzen | Dutch: gezitten,gesittan
English: book | German: Buch | Dutch: boek | Swedish: bok,bōc
English: frame | Dutch: vramen,framian
English: stall | Dutch: stallen | Swedish: stalla,steallian
German: wölben | Dutch: welven | Swedish: välva,*hwielfan
English: sparrow | German: Spatz,spearwa
English: gale | German: Gagel | Dutch: gagel,gagel
German: übergießen | Dutch: overgieten,oferġēotan
Dutch: jammer | Swedish: jämmer,ġeōmor
English: bower | German: Bauer | Dutch: buur,būr
English: hose | German: Hose | Dutch: hoos | Swedish: hosa,hose
German: wüten | Dutch: woeden,wēdan
English: girdle | German: Gürtel | Dutch: gordel | Swedish: gördel,gyrdel
English: soc | German: Suche | Swedish: socken,sōcn
English: gowk | German: Gauch | Swedish: gök,ġēac
English: mad | German: Made | Dutch: made,maþa
English: gorse | German: Gerste | Dutch: gerst,gorst
English: score | Dutch: scoren,scorian
English: farm | German: Farm | Dutch: farm | Swedish: farm,feorm
German: Antwort | Dutch: antwoord,andwyrde
English: ox | German: Ochse | Dutch: os | Swedish: oxe,oxa
English: birth | German: Burt | Dutch: boorte | Swedish: börda,byrd
English: far | Dutch: verren,fierran
German: Ferse | Dutch: verzen,fiersn
German: Ritte | Dutch: rede,hriþ
English: wise | German: weise | Dutch: wijs | Swedish: vis,wīs
English: lime | German: Leim | Dutch: lijm | Swedish: lim,līm
German: Laut | Dutch: luid,*hlūd
English: rackle | Dutch: rak,*ræc
English: errand | Swedish: ärende,ǣrende
German: friedsam | Dutch: vreedzaam | Swedish: fridsam,friþsum
English: shoppe | German: Schupfen | Dutch: schop,sċoppa
English: dam | German: Damm | Dutch: dam | Swedish: damm,*damm
English: may | German: Mage | Dutch: maag | Swedish: måg,mǣġ
English: pick | German: picken | Dutch: pikken | Swedish: picka,*piccian
English: sweet | German: süß | Dutch: zoet | Swedish: söt,swēte
English: silvern | German: silbern | Dutch: zilveren,seolfren
English: lich | German: Leiche | Dutch: lijk | Swedish: lik,līċ
English: wood | Dutch: wede | Swedish: ved,widu
English: daw | German: tagen | Dutch: dagen | Swedish: daga,dagian
English: withwind | Dutch: wedewinde,wiþewinde
English: hall | German: Halle | Dutch: hal | Swedish: hall,heall
English: fleck | German: Fleck | Dutch: vlek | Swedish: fläck,*flecc
English: mar | German: merren,mierran
Dutch: erf | Swedish: arv,earfan
English: elk | German: Elk | Dutch: eland,eolh
English: choose | German: kiesen | Dutch: kiezen | Swedish: kesa,ċēosan
English: cop | German: Kopp | Dutch: kop | Swedish: kopp,copp
German: oben | Swedish: ovan,ufan
English: lew | German: lau | Dutch: lauw,hlēow
English: Baldwin | German: Balduin | Dutch: Boudewijn | Swedish: Baldvin,Bealdwine
English: bruise | German: brausen | Swedish: brusa,brīesan
English: thistle | German: Distel | Dutch: distel | Swedish: tistel,þistel
English: braid | German: bretten | Dutch: breien | Swedish: bragda,breġdan
English: gage | German: Wette | Dutch: wedde | Swedish: vad,wedd
English: thirst | German: dürsten | Dutch: dorsten | Swedish: törsta,þyrstan
English: welt | German: wälzen | Dutch: welteren | Swedish: välta,wæltan
English: hazel | German: Hasel | Dutch: hazel | Swedish: hassel,hæsl
English: wight | German: Wicht | Dutch: wicht,wiht
English: smithe | German: Schmiede | Dutch: smidse | Swedish: smedja,smiþþe
English: thresh | German: dreschen | Dutch: dorsen | Swedish: tröska,þersċan
German: nähren | Dutch: generen | Swedish: nära,nerian
English: dai | Swedish: deja,dǣġe
English: fay | German: fügen | Dutch: voegen | Swedish: foga,fēġan
English: fourfold | German: vierfalt | Dutch: viervoud,fēowerfeald
English: Wend | German: Wende,Winedas
English: harvest | German: Herbst | Dutch: herfst | Swedish: höst,hærfest
English: rud | German: röten | Dutch: roden,rudian
English: bind | German: binden | Dutch: binden | Swedish: binda,bindan
English: mare | German: Mähre | Dutch: merrie | Swedish: märr,mīere
English: gloat | German: glotzen | Swedish: glutta,*glotian
English: otter | German: Otter | Dutch: otter | Swedish: utter,otr
English: dot | Dutch: dodde | Swedish: tutte,dott
English: brandreth | German: Brandreite,brandrād
English: bench | German: Bank | Dutch: bank | Swedish: bänk,benċ
English: crow | German: krähen | Dutch: kraaien,crāwan
English: spelt | German: Spelz | Dutch: spelt | Swedish: spelt,spelt
English: fraise | German: freisen | Dutch: vrezen,frāsian
English: linge | German: längen | Dutch: lengen | Swedish: länga,lengan
English: land | German: Land | Dutch: land | Swedish: land,land
English: ent | Swedish: jätte,ent
English: green | German: grünen | Dutch: groenen,grēnian
English: drink | German: Trunk | Dutch: dronk | Swedish: dryck,drynċ
English: mush | German: Mus | Dutch: moes | Swedish: mos,mōs
German: Grindel | Dutch: grendel | Swedish: grind,grindel
English: lean | German: lehnen | Dutch: leunen,hleonian
English: smith | German: schmieden | Dutch: smeden | Swedish: smida,smiþian
English: stammer | Dutch: stameren,stamerian
German: schwenken | Dutch: zwenken,swenċan
English: gnat | German: Gnatz | Swedish: knott,gnætt
English: rother | German: Rind | Dutch: rind,hrīþ
English: house | German: hausen | Dutch: huizen,hūsian
English: strand | German: Strand | Dutch: strand | Swedish: strand,strand
English: wild | German: wild | Dutch: wild | Swedish: vild,wilde
